[     0.004s] === Full Library Import Test Started ===
[    22.983s] EVENT ExtractionProgress { passage_index: 0, extractor: "AudioDerived", status: "completed", timestamp: 1766112212 }
[    22.983s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3GenreMapper", status: "running", timestamp: 1766112212 }
[    22.983s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3GenreMapper", status: "completed", timestamp: 1766112212 }
[    22.983s] EVENT FusionStarted { passage_index: 0, timestamp: 1766112212 }
[    22.983s] EVENT ExtractionProgress { passage_index: 0, extractor: "MusicBrainz-Pass2", status: "running", timestamp: 1766112212 }
[    22.987s] FILE_COMPLETE [2/5737] 02-Eat_For_Two.mp3 - 1 passages in 10.73s (total_elapsed: 23.0s)
[    22.987s] FILE_START [3/5737] 03-Candy_Everybody_Wants.mp3
[    22.987s] EVENT ExtractionProgress { passage_index: 0, extractor: "MusicBrainz-Pass2", status: "completed", timestamp: 1766112212 }
[    22.987s] EVENT FusionStarted { passage_index: 0, timestamp: 1766112212 }
[    22.987s] EVENT ValidationStarted { passage_index: 0, timestamp: 1766112212 }
[    22.987s] EVENT PassageCompleted: passage #0
[    22.987s] EVENT FileCompleted: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\02-Eat_For_Two.mp3"
[    22.987s] EVENT FileStarted: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\03-Candy_Everybody_Wants.mp3"
[    22.987s] EVENT SingleTrackCheckCompleted { file_path: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\03-Candy_Everybody_Wants.mp3", score: 2.8, is_single_track: true }
[    30.543s] EVENT BoundaryDetected { passage_index: 0, start_time: 0, end_time: 5635031040, confidence: 0.5, timestamp: 1766112220 }
[    30.543s] EVENT PassageStarted: passage #0
[    30.543s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3", status: "running", timestamp: 1766112220 }
[    30.543s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3", status: "completed", timestamp: 1766112220 }
[    30.543s] EVENT ExtractionProgress { passage_index: 0, extractor: "Chromaprint", status: "running", timestamp: 1766112220 }
[    30.783s] EVENT ExtractionProgress { passage_index: 0, extractor: "Chromaprint", status: "completed", timestamp: 1766112220 }
[    30.783s] EVENT ExtractionProgress { passage_index: 0, extractor: "AudioDerived", status: "running", timestamp: 1766112220 }
[    31.163s] EVENT ExtractionProgress { passage_index: 0, extractor: "AudioDerived", status: "completed", timestamp: 1766112221 }
[    31.163s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3GenreMapper", status: "running", timestamp: 1766112221 }
[    31.163s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3GenreMapper", status: "completed", timestamp: 1766112221 }
[    31.163s] EVENT FusionStarted { passage_index: 0, timestamp: 1766112221 }
[    31.163s] EVENT ExtractionProgress { passage_index: 0, extractor: "MusicBrainz-Pass2", status: "running", timestamp: 1766112221 }
[    31.165s] FILE_COMPLETE [3/5737] 03-Candy_Everybody_Wants.mp3 - 1 passages in 8.18s (total_elapsed: 31.2s)
[    31.165s] FILE_START [4/5737] 04-I'm_Not_The_Man.mp3
[    31.166s] EVENT ExtractionProgress { passage_index: 0, extractor: "MusicBrainz-Pass2", status: "completed", timestamp: 1766112221 }
[    31.166s] EVENT FusionStarted { passage_index: 0, timestamp: 1766112221 }
[    31.166s] EVENT ValidationStarted { passage_index: 0, timestamp: 1766112221 }
[    31.166s] EVENT PassageCompleted: passage #0
[    31.166s] EVENT FileCompleted: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\03-Candy_Everybody_Wants.mp3"
[    31.166s] EVENT FileStarted: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\04-I'm_Not_The_Man.mp3"
[    31.166s] EVENT SingleTrackCheckCompleted { file_path: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\04-I'm_Not_The_Man.mp3", score: 2.8, is_single_track: true }
[    39.700s] EVENT BoundaryDetected { passage_index: 0, start_time: 0, end_time: 6390005760, confidence: 0.8, timestamp: 1766112229 }
[    39.700s] EVENT PassageStarted: passage #0
[    39.700s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3", status: "running", timestamp: 1766112229 }
[    39.700s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3", status: "completed", timestamp: 1766112229 }
[    39.700s] EVENT ExtractionProgress { passage_index: 0, extractor: "Chromaprint", status: "running", timestamp: 1766112229 }
[    39.971s] EVENT ExtractionProgress { passage_index: 0, extractor: "Chromaprint", status: "completed", timestamp: 1766112229 }
[    39.971s] EVENT ExtractionProgress { passage_index: 0, extractor: "AudioDerived", status: "running", timestamp: 1766112229 }
[    40.406s] EVENT ExtractionProgress { passage_index: 0, extractor: "AudioDerived", status: "completed", timestamp: 1766112230 }
[    40.406s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3GenreMapper", status: "running", timestamp: 1766112230 }
[    40.406s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3GenreMapper", status: "completed", timestamp: 1766112230 }
[    40.406s] EVENT FusionStarted { passage_index: 0, timestamp: 1766112230 }
[    40.406s] EVENT ExtractionProgress { passage_index: 0, extractor: "MusicBrainz-Pass2", status: "running", timestamp: 1766112230 }
[    40.409s] FILE_COMPLETE [4/5737] 04-I'm_Not_The_Man.mp3 - 1 passages in 9.24s (total_elapsed: 40.4s)
[    40.409s] FILE_START [5/5737] 05-Don't_Talk.mp3
[    40.410s] EVENT ExtractionProgress { passage_index: 0, extractor: "MusicBrainz-Pass2", status: "completed", timestamp: 1766112230 }
[    40.410s] EVENT FusionStarted { passage_index: 0, timestamp: 1766112230 }
[    40.410s] EVENT ValidationStarted { passage_index: 0, timestamp: 1766112230 }
[    40.410s] EVENT PassageCompleted: passage #0
[    40.410s] EVENT FileCompleted: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\04-I'm_Not_The_Man.mp3"
[    40.410s] EVENT FileStarted: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\05-Don't_Talk.mp3"
[    40.410s] EVENT SingleTrackCheckCompleted { file_path: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\05-Don't_Talk.mp3", score: 2.8, is_single_track: true }
[    52.264s] EVENT BoundaryDetected { passage_index: 0, start_time: 0, end_time: 9086976000, confidence: 0.5, timestamp: 1766112242 }
[    52.264s] EVENT PassageStarted: passage #0
[    52.264s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3", status: "running", timestamp: 1766112242 }
[    52.264s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3", status: "completed", timestamp: 1766112242 }
[    52.264s] EVENT ExtractionProgress { passage_index: 0, extractor: "Chromaprint", status: "running", timestamp: 1766112242 }
[    52.635s] EVENT ExtractionProgress { passage_index: 0, extractor: "Chromaprint", status: "completed", timestamp: 1766112242 }
[    52.635s] EVENT ExtractionProgress { passage_index: 0, extractor: "AudioDerived", status: "running", timestamp: 1766112242 }
[    53.245s] EVENT ExtractionProgress { passage_index: 0, extractor: "AudioDerived", status: "completed", timestamp: 1766112243 }
[    53.245s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3GenreMapper", status: "running", timestamp: 1766112243 }
[    53.245s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3GenreMapper", status: "completed", timestamp: 1766112243 }
[    53.245s] EVENT FusionStarted { passage_index: 0, timestamp: 1766112243 }
[    53.245s] EVENT ExtractionProgress { passage_index: 0, extractor: "MusicBrainz-Pass2", status: "running", timestamp: 1766112243 }
[    53.250s] FILE_COMPLETE [5/5737] 05-Don't_Talk.mp3 - 1 passages in 12.84s (total_elapsed: 53.2s)
[    53.250s] FILE_START [6/5737] 06-Hey_Jack_Kerouac.mp3
[    53.251s] EVENT ExtractionProgress { passage_index: 0, extractor: "MusicBrainz-Pass2", status: "completed", timestamp: 1766112243 }
[    53.251s] EVENT FusionStarted { passage_index: 0, timestamp: 1766112243 }
[    53.251s] EVENT ValidationStarted { passage_index: 0, timestamp: 1766112243 }
[    53.251s] EVENT PassageCompleted: passage #0
[    53.251s] EVENT FileCompleted: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\05-Don't_Talk.mp3"
[    53.251s] EVENT FileStarted: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\06-Hey_Jack_Kerouac.mp3"
[    53.251s] EVENT SingleTrackCheckCompleted { file_path: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\06-Hey_Jack_Kerouac.mp3", score: 2.8, is_single_track: true }
[    68.884s] EVENT BoundaryDetected { passage_index: 0, start_time: 0, end_time: 6457835520, confidence: 0.5, timestamp: 1766112258 }
[    68.884s] EVENT PassageStarted: passage #0
[    68.884s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3", status: "running", timestamp: 1766112258 }
[    68.884s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3", status: "completed", timestamp: 1766112258 }
[    68.884s] EVENT ExtractionProgress { passage_index: 0, extractor: "Chromaprint", status: "running", timestamp: 1766112258 }
[    69.482s] EVENT ExtractionProgress { passage_index: 0, extractor: "Chromaprint", status: "completed", timestamp: 1766112259 }
[    69.482s] EVENT ExtractionProgress { passage_index: 0, extractor: "AudioDerived", status: "running", timestamp: 1766112259 }
[    70.390s] FILE_COMPLETE [6/5737] 06-Hey_Jack_Kerouac.mp3 - 1 passages in 17.14s (total_elapsed: 70.4s)
[    70.390s] FILE_START [7/5737] 07-What's_The_Matter_Here-.mp3
[    70.393s] EVENT ExtractionProgress { passage_index: 0, extractor: "AudioDerived", status: "completed", timestamp: 1766112260 }
[    70.393s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3GenreMapper", status: "running", timestamp: 1766112260 }
[    70.393s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3GenreMapper", status: "completed", timestamp: 1766112260 }
[    70.393s] EVENT FusionStarted { passage_index: 0, timestamp: 1766112260 }
[    70.393s] EVENT ExtractionProgress { passage_index: 0, extractor: "MusicBrainz-Pass2", status: "running", timestamp: 1766112260 }
[    70.393s] EVENT ExtractionProgress { passage_index: 0, extractor: "MusicBrainz-Pass2", status: "completed", timestamp: 1766112260 }
[    70.393s] EVENT FusionStarted { passage_index: 0, timestamp: 1766112260 }
[    70.393s] EVENT ValidationStarted { passage_index: 0, timestamp: 1766112260 }
[    70.393s] EVENT PassageCompleted: passage #0
[    70.393s] EVENT FileCompleted: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\06-Hey_Jack_Kerouac.mp3"
[    70.393s] EVENT FileStarted: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\07-What's_The_Matter_Here-.mp3"
[    70.393s] EVENT SingleTrackCheckCompleted { file_path: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\07-What's_The_Matter_Here-.mp3", score: 2.8, is_single_track: true }
[   101.298s] EVENT BoundaryDetected { passage_index: 0, start_time: 0, end_time: 8204451840, confidence: 0.8, timestamp: 1766112291 }
[   101.298s] EVENT PassageStarted: passage #0
[   101.298s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3", status: "running", timestamp: 1766112291 }
[   101.298s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3", status: "completed", timestamp: 1766112291 }
[   101.298s] EVENT ExtractionProgress { passage_index: 0, extractor: "Chromaprint", status: "running", timestamp: 1766112291 }
[   102.028s] EVENT ExtractionProgress { passage_index: 0, extractor: "Chromaprint", status: "completed", timestamp: 1766112292 }
[   102.028s] EVENT ExtractionProgress { passage_index: 0, extractor: "AudioDerived", status: "running", timestamp: 1766112292 }
[   103.280s] FILE_COMPLETE [7/5737] 07-What's_The_Matter_Here-.mp3 - 1 passages in 32.89s (total_elapsed: 103.3s)
[   103.280s] FILE_START [8/5737] 08-Gold_Rush_Brides.mp3
[   103.282s] EVENT ExtractionProgress { passage_index: 0, extractor: "AudioDerived", status: "completed", timestamp: 1766112293 }
[   103.282s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3GenreMapper", status: "running", timestamp: 1766112293 }
[   103.282s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3GenreMapper", status: "completed", timestamp: 1766112293 }
[   103.282s] EVENT FusionStarted { passage_index: 0, timestamp: 1766112293 }
[   103.282s] EVENT ExtractionProgress { passage_index: 0, extractor: "MusicBrainz-Pass2", status: "running", timestamp: 1766112293 }
[   103.282s] EVENT ExtractionProgress { passage_index: 0, extractor: "MusicBrainz-Pass2", status: "completed", timestamp: 1766112293 }
[   103.282s] EVENT FusionStarted { passage_index: 0, timestamp: 1766112293 }
[   103.282s] EVENT ValidationStarted { passage_index: 0, timestamp: 1766112293 }
[   103.282s] EVENT PassageCompleted: passage #0
[   103.282s] EVENT FileCompleted: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\07-What's_The_Matter_Here-.mp3"
[   103.282s] EVENT FileStarted: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\08-Gold_Rush_Brides.mp3"
[   103.282s] EVENT SingleTrackCheckCompleted { file_path: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\08-Gold_Rush_Brides.mp3", score: 2.8, is_single_track: true }
[   131.085s] EVENT BoundaryDetected { passage_index: 0, start_time: 0, end_time: 7106641920, confidence: 0.5, timestamp: 1766112321 }
[   131.085s] EVENT PassageStarted: passage #0
[   131.085s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3", status: "running", timestamp: 1766112321 }
[   131.085s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3", status: "completed", timestamp: 1766112321 }
[   131.085s] EVENT ExtractionProgress { passage_index: 0, extractor: "Chromaprint", status: "running", timestamp: 1766112321 }
[   131.689s] EVENT ExtractionProgress { passage_index: 0, extractor: "Chromaprint", status: "completed", timestamp: 1766112321 }
[   131.689s] EVENT ExtractionProgress { passage_index: 0, extractor: "AudioDerived", status: "running", timestamp: 1766112321 }
[   132.733s] FILE_COMPLETE [8/5737] 08-Gold_Rush_Brides.mp3 - 1 passages in 29.45s (total_elapsed: 132.7s)
[   132.733s] FILE_START [9/5737] 09-Like_The_Weather.mp3
[   132.736s] EVENT ExtractionProgress { passage_index: 0, extractor: "AudioDerived", status: "completed", timestamp: 1766112322 }
[   132.736s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3GenreMapper", status: "running", timestamp: 1766112322 }
[   132.736s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3GenreMapper", status: "completed", timestamp: 1766112322 }
[   132.736s] EVENT FusionStarted { passage_index: 0, timestamp: 1766112322 }
[   132.736s] EVENT ExtractionProgress { passage_index: 0, extractor: "MusicBrainz-Pass2", status: "running", timestamp: 1766112322 }
[   132.736s] EVENT ExtractionProgress { passage_index: 0, extractor: "MusicBrainz-Pass2", status: "completed", timestamp: 1766112322 }
[   132.736s] EVENT FusionStarted { passage_index: 0, timestamp: 1766112322 }
[   132.736s] EVENT ValidationStarted { passage_index: 0, timestamp: 1766112322 }
[   132.736s] EVENT PassageCompleted: passage #0
[   132.736s] EVENT FileCompleted: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\08-Gold_Rush_Brides.mp3"
[   132.736s] EVENT FileStarted: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\09-Like_The_Weather.mp3"
[   132.736s] EVENT SingleTrackCheckCompleted { file_path: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\09-Like_The_Weather.mp3", score: 2.8, is_single_track: true }
[   159.349s] EVENT BoundaryDetected { passage_index: 0, start_time: 0, end_time: 7196590080, confidence: 0.5, timestamp: 1766112349 }
[   159.349s] EVENT PassageStarted: passage #0
[   159.349s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3", status: "running", timestamp: 1766112349 }
[   159.349s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3", status: "completed", timestamp: 1766112349 }
[   159.349s] EVENT ExtractionProgress { passage_index: 0, extractor: "Chromaprint", status: "running", timestamp: 1766112349 }
[   159.976s] EVENT ExtractionProgress { passage_index: 0, extractor: "Chromaprint", status: "completed", timestamp: 1766112349 }
[   159.976s] EVENT ExtractionProgress { passage_index: 0, extractor: "AudioDerived", status: "running", timestamp: 1766112349 }
[   160.954s] FILE_COMPLETE [9/5737] 09-Like_The_Weather.mp3 - 1 passages in 28.22s (total_elapsed: 160.9s)
[   160.954s] FILE_START [10/5737] 10-Trouble_Me.mp3
[   160.959s] EVENT ExtractionProgress { passage_index: 0, extractor: "AudioDerived", status: "completed", timestamp: 1766112350 }
[   160.959s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3GenreMapper", status: "running", timestamp: 1766112350 }
[   160.959s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3GenreMapper", status: "completed", timestamp: 1766112350 }
[   160.959s] EVENT FusionStarted { passage_index: 0, timestamp: 1766112350 }
[   160.959s] EVENT ExtractionProgress { passage_index: 0, extractor: "MusicBrainz-Pass2", status: "running", timestamp: 1766112350 }
[   160.959s] EVENT ExtractionProgress { passage_index: 0, extractor: "MusicBrainz-Pass2", status: "completed", timestamp: 1766112350 }
[   160.959s] EVENT FusionStarted { passage_index: 0, timestamp: 1766112350 }
[   160.959s] EVENT ValidationStarted { passage_index: 0, timestamp: 1766112350 }
[   160.959s] EVENT PassageCompleted: passage #0
[   160.959s] EVENT FileCompleted: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\09-Like_The_Weather.mp3"
[   160.959s] EVENT FileStarted: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\10-Trouble_Me.mp3"
[   160.959s] EVENT SingleTrackCheckCompleted { file_path: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\10-Trouble_Me.mp3", score: 2.8, is_single_track: true }
[   183.994s] EVENT BoundaryDetected { passage_index: 0, start_time: 0, end_time: 6231490560, confidence: 0.5, timestamp: 1766112373 }
[   183.994s] EVENT PassageStarted: passage #0
[   183.994s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3", status: "running", timestamp: 1766112373 }
[   183.994s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3", status: "completed", timestamp: 1766112373 }
[   183.994s] EVENT ExtractionProgress { passage_index: 0, extractor: "Chromaprint", status: "running", timestamp: 1766112373 }
[   184.482s] EVENT ExtractionProgress { passage_index: 0, extractor: "Chromaprint", status: "completed", timestamp: 1766112374 }
[   184.482s] EVENT ExtractionProgress { passage_index: 0, extractor: "AudioDerived", status: "running", timestamp: 1766112374 }
[   185.358s] FILE_COMPLETE [10/5737] 10-Trouble_Me.mp3 - 1 passages in 24.40s (total_elapsed: 185.4s)
[   185.359s] PROGRESS 10/5737 (0.2%) - 0.05 files/sec - ETA: 1769.2min
[   185.359s] FILE_START [11/5737] 11-Jezebel.mp3
[   185.361s] EVENT ExtractionProgress { passage_index: 0, extractor: "AudioDerived", status: "completed", timestamp: 1766112375 }
[   185.361s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3GenreMapper", status: "running", timestamp: 1766112375 }
[   185.361s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3GenreMapper", status: "completed", timestamp: 1766112375 }
[   185.361s] EVENT FusionStarted { passage_index: 0, timestamp: 1766112375 }
[   185.361s] EVENT ExtractionProgress { passage_index: 0, extractor: "MusicBrainz-Pass2", status: "running", timestamp: 1766112375 }
[   185.361s] EVENT ExtractionProgress { passage_index: 0, extractor: "MusicBrainz-Pass2", status: "completed", timestamp: 1766112375 }
[   185.361s] EVENT FusionStarted { passage_index: 0, timestamp: 1766112375 }
[   185.361s] EVENT ValidationStarted { passage_index: 0, timestamp: 1766112375 }
[   185.361s] EVENT PassageCompleted: passage #0
[   185.361s] EVENT FileCompleted: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\10-Trouble_Me.mp3"
[   185.361s] EVENT FileStarted: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\11-Jezebel.mp3"
[   185.361s] EVENT SingleTrackCheckCompleted { file_path: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\11-Jezebel.mp3", score: 2.8, is_single_track: true }
[   212.926s] EVENT BoundaryDetected { passage_index: 0, start_time: 0, end_time: 7449477120, confidence: 0.5, timestamp: 1766112402 }
[   212.926s] EVENT PassageStarted: passage #0
[   212.926s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3", status: "running", timestamp: 1766112402 }
[   212.926s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3", status: "completed", timestamp: 1766112402 }
[   212.926s] EVENT ExtractionProgress { passage_index: 0, extractor: "Chromaprint", status: "running", timestamp: 1766112402 }
[   213.597s] EVENT ExtractionProgress { passage_index: 0, extractor: "Chromaprint", status: "completed", timestamp: 1766112403 }
[   213.597s] EVENT ExtractionProgress { passage_index: 0, extractor: "AudioDerived", status: "running", timestamp: 1766112403 }
[   214.679s] FILE_COMPLETE [11/5737] 11-Jezebel.mp3 - 1 passages in 29.32s (total_elapsed: 214.7s)
[   214.679s] FILE_START [12/5737] 12-Because_The_Night.mp3
[   214.682s] EVENT ExtractionProgress { passage_index: 0, extractor: "AudioDerived", status: "completed", timestamp: 1766112404 }
[   214.682s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3GenreMapper", status: "running", timestamp: 1766112404 }
[   214.682s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3GenreMapper", status: "completed", timestamp: 1766112404 }
[   214.682s] EVENT FusionStarted { passage_index: 0, timestamp: 1766112404 }
[   214.682s] EVENT ExtractionProgress { passage_index: 0, extractor: "MusicBrainz-Pass2", status: "running", timestamp: 1766112404 }
[   214.682s] EVENT ExtractionProgress { passage_index: 0, extractor: "MusicBrainz-Pass2", status: "completed", timestamp: 1766112404 }
[   214.682s] EVENT FusionStarted { passage_index: 0, timestamp: 1766112404 }
[   214.682s] EVENT ValidationStarted { passage_index: 0, timestamp: 1766112404 }
[   214.682s] EVENT PassageCompleted: passage #0
[   214.682s] EVENT FileCompleted: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\11-Jezebel.mp3"
[   214.682s] EVENT FileStarted: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\12-Because_The_Night.mp3"
[   214.682s] EVENT SingleTrackCheckCompleted { file_path: "C:\\Users\\Mango Cat\\Music\\10,000_Maniacs\\MTV_Unplugged\\12-Because_The_Night.mp3", score: 2.8, is_single_track: true }
[   237.286s] EVENT BoundaryDetected { passage_index: 0, start_time: 0, end_time: 6305955840, confidence: 0.5, timestamp: 1766112427 }
[   237.286s] EVENT PassageStarted: passage #0
[   237.286s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3", status: "running", timestamp: 1766112427 }
[   237.286s] EVENT ExtractionProgress { passage_index: 0, extractor: "ID3", status: "completed", timestamp: 1766112427 }
[   237.286s] EVENT ExtractionProgress { passage_index: 0, extractor: "Chromaprint", status: "running", timestamp: 1766112427 }
[   237.834s] EVENT ExtractionProgress { passage_index: 0, extractor: "Chromaprint", status: "completed", timestamp: 1766112427 }
[   237.834s] EVENT ExtractionProgress { passage_index: 0, extractor: "AudioDerived", status: "running", timestamp: 1766112427 }
[   238.587s] FILE_COMPLETE [12/5737] 12-Because_The_Night.mp3 - 1 passages in 23.91s (total_elapsed: 238.6s)
[   238.587s] FILE_START [13/5737] 13-Stockton_Gala_Days.mp3
